,text
1178,He offers subpar service and has no personality.
1179,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
1180,The portions are large and the servers always surprise us with a different starter.
1181,Our server was very helpful and friendly.
1182,While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!
1183,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
1184,Why make a reservation if you aren't going to keep it?
1185,I think the stuff was better than Disney.
1186,I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!
1187,"Well, their deliveries take for ever and the food is usually cold."
1188,The staff is no nonsense.
1189,This is a great Thai restaurant with a very friendly staff.
1190,It took them 25 minutes to bring our appetizer.
1191,Friendly staff that actually lets you enjoy your meal and the company you're with.
1192,The restaurant is rather small but we were lucky to get a table quickly.
1193,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available."
1194,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
1195,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
1196,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us."
1197,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
1198,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
1199,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
1200,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
1201,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor."
1202,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters."
1203,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners."
1204,The owner truly caters to all your needs.
1205,He takes real pride in his food and his business.
1206,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
1207,"Service is not exactly five star, but thats not really a big deal."
1208,There are other people waiting!
1209,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
1210,The server was really cool and served us our food and drinks with a smile.
1211,I had to share my table with a loud group of kids and the service was rude an unattentive.
1212,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
1213,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
1214,Nicky the Nose at the bar is a treat.
1215,"Service was prompt, friendly and great."
1216,"After all that, they complained to me about the small tip."
1217,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
1218,"Our waitress was sweet and accomodating, not overbearing."
1219,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
1220,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1221,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill."
1222,Service is top notch.
1223,Service was quick.
1224,Drawbacks: service is slow and they don't toast!
1225,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts."
1226,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.
1227,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.
1228,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.
1229,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.
1230,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup."
1231,We were treated with attitude ever since the moment we stepped into the restaurant!
1232,Has the chef and owner changed???
1233,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
1234,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady)."
1235,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
1236,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
1237,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
1238,The food is delicious and beautifully prepared along with the friendly and personable service.
1239,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations."
1240,We both opted for a pasta dish and they were served timely and fresh.
1241,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course..."
1242,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.
1243,"The crust is thin, the ingredients are fresh and the staff is friendly."
1244,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
1245,There is also very limited seating and there can be a substantial wait in getting food at peak times.
1246,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice."
1247,This is my first time writing a review for a restaurant because the food and service was excellent.
1248,I had a huge group for my birthday and we were well taken care of.
1249,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service."
1250,"Friendly and informative staff, very attentive and prompt raw bar service."
1251,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel."
1252,The staff ignored my friends and I the entire time we were there.
1253,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there."
1254,Delivery service is great too.
1255,I recieved prompt service with a smile.
1256,"If you go to Roth's try to be served by Mike, he is GREAT!!"
1257,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out ."
1258,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1259,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
1260,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC."
1261,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic."
1262,"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
1263,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
1264,The service is a little scatty at times but all is forgiven when the food arrives.
1265,"Not only is the cuisine the best around, the service has always been attentive and charming."
1266,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
1267,"Interesting selection, good wines, service fine, fun decor."
1268,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.
1269,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table."
1270,"The only positive was the wait staff, which was prompt, knowledgable, and likeable."
1271,"We have been to this place many times, and always have great food, wine, and service."
1272,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
1273,"The service is spotty, sometimes really friendly and sometimes barely there."
1274,"Great food, great prices, great service."
1275,"Told us to sit anywhere, and when we sat he said the table was reserved."
1276,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.
1277,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get."
1278,"The freshest, best variety, and the fastest delivery."
1279,Go to Volare for 1st class service and terrific food.
1280,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence."
1281,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.
1282,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer..."
1283,"A very inviting restaurant, with friendly service."
1284,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
1285,The staff was the friendliest that have seen in New York.
1286,The only problem is that the manager is a complete incompetent.
1287,Murray won't do it.
1288,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
1289,The waiter actually poured water on my hand and walked away.
1290,"Worse of all, $60 was erroneously added to our $80 bill."
1291,"NO more reservations, expensive tips and annoying stuff."
1292,"During our meal, the management came over and checked on us and even bought us a round of drinks."
1293,"But they don't have a toaster, which is strange."
1294,The staff is very attentive and we can almost always get a table.
1295,People are always friendly.
1296,Service was prompt and courteous.
1297,"Got club soda, filled with ice, no lime."
1298,Knowledge of the chef and the waitress are below average.
1299,"Disappointing food, lousy service."
1300,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
1301,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
1302,Stepped on my foot on the SECOND time he reached over me to adjust lighting.
1303,The food was well prepared and the service impecable.
1304,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
1305,While the food was good (certainly no Il Mulino) the service was horrendous.
1306,Service is not what one would expect from a joint in this price category.
1307,We were a group of 8 and well seved.
1308,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
1309,Some servers make you feel like they are doing you a favor to bring you the food.
1310,The staff is also attentive and friendly.
1311,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here."
1312,"Once you become a regular, you are treated as one."
1313,Everyone treats you like you were part of the family.
1314,"Great food, great lay out and awesome service."
1315,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1316,We walked in on a Wednesday night and were seated promptly.
1317,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
1318,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely."
1319,"They have it all -- great price, food, and service."
1320,"The food was amazing, the service was so attentive and personable, and how about that ambience!"
1321,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down."
1322,sometimes i get good food and ok service.
1323,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like."
1324,Bartender was unable to tear himself away from friends at bar.
1325,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
1326,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so."
1327,"They brought glasses and the bottle, and just left the bottle at our table."
1328,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off."
1329,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse."
1330,"The service, however, was a bright flower in a garden."
1331,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
1332,There are a few Italian employees who may not speak the best English but for me that adds to the experience.
1333,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.
1334,Service was good and food is wonderful.
1335,She gets 10 for her excellent service and advice.
1336,Service and food is what any one would expect when spending that type of money.
1337,The staff is incredibly helpful and attentive.
1338,"If presentation and service is your thing, then this magic show works."
1339,Everyone is welcomed in as family.
1340,Patroon features a nice cigar bar and has great staff.
1341,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered."
1342,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
1343,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).
1344,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
1345,"Ambience is delightful, service impeccable."
1346,"Service was excellent, and the AC worked very well too (thank God, it was hot!)."
1347,You get the sense that the people there care about their restaurant and about your experience and that is very nice.
1348,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand."
1349,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1350,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
1351,The staff was knowledgeable and full of personality.
1352,Great staff.
1353,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!"
1354,"Excellent atmosphere, delicious dishes good and friendly service."
1355,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night."
1356,The ambience is authentic and relaxing and we have always received attentive and prompt service.
1357,"Drinks got screwed up, she acted put upon."
1358,"And the staff is also young, energeic and hot!!!!"
1359,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation."
1360,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom."
1361,"we did notice however, that some tables had what looked like pita instead of naan."
1362,We were pleasantly greeted.
1363,"Great service, great food."
1364,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1365,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.
1366,We did have to wait at the bar for approx.
1367,"Good, fast service."
1368,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced."
1369,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready."
1370,The servers give you some sample slices of your order while you wait (shortly I might add).
1371,The service was ok.
1372,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
1373,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1374,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
1375,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.
1376,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.
1377,"The staff are attentive, and have smiles on their faces."
1378,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
1379,After my 3rd time the manager remembered me and treated me like an usual customer.
1380,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
1381,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1382,The prices were CHEAP compared to the quality of service and food.
1383,less wait time for me!
1384,"We had reservations at 9pm, but was not seated until 10:15pm."
1385,There is no excuse for such lousy service!
1386,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
1387,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.
1388,Both times we waited well over a half hour for a table (even though we had reservations).
1389,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience."
1390,We were also seated promptly at the time of our reservation and the service was very quick and professional.
1391,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it."
1392,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...)."
1393,"When we sat, we got great and fast service."
1394,"Most of the servers are very attentive, friendly and quite attractive."
1395,Service is average.
1396,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
1397,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint."
1398,They all know you.
1399,Waitstaff are very friendly.
1400,Service was slow had to wait to order and get food although not crowded.
1401,"The food was below average, the service was pathetic, there was no ambience at all."
1402,service was efficient courteous.
1403,We had the most wonderful waitress.
1404,"While the staff at this little bistro is very friendly, I have never experienced more incompetency."
1405,The staff is courteous and friendly.
1406,Decor is nice though service can be spotty.
1407,"Aside from the rushed service, we were very impressed with the food and the drinks."
1408,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
1409,"The blond wood decor is very soothing, the premium sake is excellent and the service is great."
1410,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
1411,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1412,Service was very good and warm.
1413,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
1414,"The service was a bit slow, but they were very friendly."
1415,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at."
1416,We've never had any problems with the staff but maybe we've been lucky?
1417,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.
1418,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing."
1419,"However, service was as plain as sesame crusted Salmon I had."
1420,The food was mediocre at best but it was the horrible service that made me vow never to go back.
1421,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
1422,"We only ordered desserts and drinks, but no refills were offered."
1423,Waiters are slow but sweet.
1424,Rao's has the best service and atmosphere in NYC.
1425,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table."
1426,"The kitchen however, is almost always slow."
1427,"Cute place, nice wait staff but would never go there again."
1428,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do..."
1429,people are rude bit again it's new york!
1430,Service was also horrible and the ambience is not that great.
1431,"Service is great, takeout is good too."
1432,I've never had bad service and the fish is fresh and delicious.
1433,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in."
1434,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated."
1435,They even scoop it out nice (for those on a diet) not too much not to little.
1436,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well."
1437,It's easy to get a table for a large group and you don't get hustled out.
1438,Total hipster-wannabe attitude in an otherwise sweet spot.
1439,"Yes, there might be a wait if you have no reservations."
1440,"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food."
1441,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
1442,"(food was delivered by a busboy, not waiter) We got no cheese offered for the pasta, our water and wine glasses remained EMPTY our entire meal, when we would have easily spent another $20 on wine."
1443,The takeout is great too since they give high quality tupperware as well.
1444,Everyone was more then happy with his choices.
1445,"Again, the waitress was awesome."
1446,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.
1447,Scalina Fedeli reminded me why service is so integral to fine dining.
1448,As soon as my father lifted his pen from the check a chef appeared to usher us out.
1449,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).
1450,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house."
1451,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty."
1452,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor."
1453,"The food is wonderful, tasty and filling, and the service is professional and friendly."
1454,Always great service!
1455,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place."
1456,The food itself was just ok - nothing spectacular - but the service was awful.
1457,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
1458,Food was good not great not worth the wait or another visit
1459,"Also, if you don't want to sit at a certain table, you don't have to!"
1460,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it."
1461,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.
1462,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.
1463,Just bring someone who speaks Cantonese because waiter may not understand you.
1464,We had a party in their private room and they made it truly memorable and were very helpful in the planning.
1465,"i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played."
1466,The design and atmosphere is just as good.
1467,"Secondly, on this night the place was overwhelmed by upper east side ladies perfume."
1468,"All the money went into the interior decoration, none of it went to the chefs."
1469,The seats are uncomfortable if you are sitting against the wall on wooden benches.
1470,"Best of all is the warm vibe, the owner is super friendly and service is fast."
1471,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
1472,this little place has a cute interior decor and affordable city prices.
1473,"Raga's is a romantic, cozy restaurant."
1474,The place is so cool and the service is prompt and curtious.
1475,"Nice atmosphere, the service was very pleasant and the desert was good."
1476,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
1477,"Great food, good size menu, great service and an unpretensious setting."
1478,"whoever the jazz duo was, they were on POINT."
1479,First went here to enjoy their garden terrace.
1480,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.
1481,They are often crowded on the weekends but they are efficient and accurate with their service.
1482,"The atmosphere is unheralded, the service impecible, and the food magnificant."
1483,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
1484,Right off the L in Brooklyn this is a nice cozy place with good pizza.
1485,It was tiny and I felt like I was eating in someone's living room.
1486,"Nice restaurant overall, with classic upscale Italian decor."
1487,"There's nice and quiet, small but enough for 6 (or more)."
1488,Ambiance- relaxed and stylish.
1489,"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is)."
1490,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.
1491,Its an excellent place to relax and the food is one of the best in the city of New York.
1492,The atmosphere was crowded but it was a great bistro-type vibe.
1493,"Ambiance and music funky, which I enjoy."
1494,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance."
1495,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
1496,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants."
1497,I love the atmorphere @ peep!
1498,It's a rather cramped and busy restaurant and it closes early.
1499,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could."
1500,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees."
1501,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1502,"It is set far from the small street it's on, and there is no traffic noise."
1503,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them."
1504,I felt as though I were eating in Paris.
1505,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
1506,All the NYU students love this place so it makes for a fun young atmosphere.
1507,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.
1508,Always busy but fast moving.
1509,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
1510,Not pretentious and very economical.
1511,"The noise level was unbearable, conversation impossible."
1512,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.
1513,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least."
1514,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well."
1515,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.
1516,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside."
1517,also make sure you pay attention to the music being piped in - quite a weird selection.
1518,The establishment scores big points in presentation and style.
1519,"The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention."
1520,"good music, great food, speedy service affordable prices."
1521,"Not a large place, but it's cute and cozy."
1522,I must say the view of NYC is so beautiful!
1523,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
1524,"The music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as I did, I got a whiff of corriander."
1525,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here."
1526,"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices."
1527,The setting is casual and romantic.
1528,Baluchi's has solid food and a nice decor at reasonable prices.
1529,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
1530,"The ambience was nice, but service wasn't so great."
1531,The location and ambience is Ok but the food is what makes up for it.
1532,Its not the same if you have to sit inside.
1533,Great people watching as others do the same to you.
1534,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation."
1535,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
1536,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
1537,Big and gawky on the outside.
1538,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return."
1539,The photos of the restaurant in its web site are way better than the real look.
1540,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.
1541,Metrazur has a beautiful spot overlooking the main terminal.
1542,The restaurant is rather small but we were lucky to get a table quickly.
1543,I love this cozy around the way Rest.
1544,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty."
1545,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
1546,"The food was very good, a great deal, and the place its self was great."
1547,"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown)."
1548,The place itself is beautiful the bar scene seems to be happening.
1549,Check out the secret back room.
1550,"It's also attached to Angel's Share, which is a cool, more romantic bar..."
1551,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
1552,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
1553,With the theater 2 blocks away we had a delicious meal in a beautiful room.
1554,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it."
1555,The characters really make for an enjoyable experience.
1556,"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese."
1557,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh)."
1558,Great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).
1559,If you don't mind all that noise then go to the Chart House.
1560,"So, if yo really don't care who is sittingnext to you, which is about 2 inches away, I would say try it."
1561,"Aside from the bearded, courdoroy blazer professor type with the NYU student he's sleeping with that week, you see a strange mix of hipsters, frat boys, Will Smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet...."
1562,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
1563,I had to share my table with a loud group of kids and the service was rude an unattentive.
1564,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me."
1565,The food is usually good but it certainly isn't a relaxing place to go.
1566,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
1567,"Even though it is a little loud, you don't have to yell at each other to talk."
1568,It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.
1569,"Behind this counter, two men are squeezed in."
1570,The website and rating makes this place look wonderful but in reality it was very disappointing.
1571,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
1572,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
1573,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
1574,Now it's so crowded and loud you can't even talk to the person next to you.
1575,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup."
1576,It's a much more grown up restaurant compared to the rest of the street.
1577,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY."
1578,"I found it on a cold night, the perfect spot to warm up."
1579,Located at the end of a magnificent block.
1580,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
1581,They don't walk around with the trays of Dim Sum.
1582,We had a great tiem watching the shows and characters and ar food was just what we were looking for.
1583,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
1584,There is also very limited seating and there can be a substantial wait in getting food at peak times.
1585,Don't waste money on decor.
1586,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?
1587,"Given the incredible architecture surrounding it, this place has no character."
1588,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck."
1589,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service."
1590,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests."
1591,The place was quiet and delightful.
